"schedule_date","schedule_season","schedule_week","team_home","team_away","stadium","team_favorite_id","over_under_line","weather_detail","weather_temperature","weather_wind_mph","weather_humidity","score_home","score_away","stadium_neutral","schedule_playoff","game_id","homeFav","scoreFavMinDog","line","Error","ErrMag","scoretotal","OUError"
"11/06/1983",1983,10,"MIN","TB","Hubert H. Humphrey Metrodome","MIN",44.5,"DOME",72,0,"",12,17,FALSE,FALSE,"19831106TBMIN",1,-5,7,-12,12,29,-15.5
"11/06/1983",1983,10,"NE","BUF","Foxboro Stadium","NE",43,"",43,10,"88",21,7,FALSE,FALSE,"19831106BUFNE",1,14,1,13,13,28,-15
"11/06/1983",1983,10,"NO","ATL","Louisiana Superdome","NO",45,"DOME",72,0,"",27,10,FALSE,FALSE,"19831106ATLNO",1,17,1,16,16,37,-8
"11/06/1983",1983,10,"NYJ","IND","Giants Stadium","NYJ",43,"",42,14,"68",14,17,FALSE,FALSE,"19831106INDNYJ",1,-3,6.5,-9.5,9.5,31,-12
"11/06/1983",1983,10,"PHI","DAL","Veterans Stadium","DAL",45,"",38,11,"74",20,27,FALSE,FALSE,"19831106DALPHI",0,7,6.5,0.5,0.5,47,2
"11/06/1983",1983,10,"PIT","LAC","Three Rivers Stadium","PIT",47,"",43,11,"71",26,3,FALSE,FALSE,"19831106LACPIT",1,23,5,18,18,29,-18
"11/06/1983",1983,10,"SF","MIA","Candlestick Park","SF",45,"",59,12,"73",17,20,FALSE,FALSE,"19831106MIASF",1,-3,2,-5,5,37,-8
"11/06/1983",1983,10,"SEA","DEN","Seattle Kingdome","SEA",43,"DOME",72,0,"",27,19,FALSE,FALSE,"19831106DENSEA",1,8,3,5,5,46,3
"11/06/1983",1983,10,"WAS","ARI","RFK Memorial Stadium","WAS",52,"",43,10,"72",45,7,FALSE,FALSE,"19831106ARIWAS",1,38,10,28,28,52,0
"11/07/1983",1983,10,"DET","NYG","Pontiac Silverdome","DET",44,"DOME",72,0,"",15,9,FALSE,FALSE,"19831107NYGDET",1,6,5,1,1,24,-20
"11/13/1983",1983,11,"IND","PIT","Memorial Stadium (Baltimore)","PIT",36.5,"",38,9,"55",13,24,FALSE,FALSE,"19831113PITIND",0,11,3.5,7.5,7.5,37,0.5
"11/13/1983",1983,11,"CHI","PHI","Soldier Field","PICK",37.5,"",33,8,"71",17,14,FALSE,FALSE,"19831113PHICHI",0,-3,0,-3,3,31,-6.5
"11/13/1983",1983,11,"CLE","TB","Cleveland Municipal Stadium","CLE",39,"",30,5,"76",20,0,FALSE,FALSE,"19831113TBCLE",1,20,4.5,15.5,15.5,20,-19
"11/13/1983",1983,11,"TEN","DET","Houston Astrodome","DET",43.5,"DOME",72,0,"",27,17,FALSE,FALSE,"19831113DETTEN",0,-10,6,-16,16,44,0.5
"11/13/1983",1983,11,"KC","CIN","Arrowhead Stadium","CIN",44,"",42,12,"80",20,15,FALSE,FALSE,"19831113CINKC",0,-5,2,-7,7,35,-9
"11/13/1983",1983,11,"OAK","DEN","Los Angeles Memorial Coliseum","OAK",42,"",63,9,"78",22,20,FALSE,FALSE,"19831113DENOAK",1,2,7,-5,5,42,0
"11/13/1983",1983,11,"MIN","GB","Hubert H. Humphrey Metrodome","MIN",51,"DOME",72,0,"",21,29,FALSE,FALSE,"19831113GBMIN",1,-8,2.5,-10.5,10.5,50,-1
"11/13/1983",1983,11,"NE","MIA","Foxboro Stadium","MIA",42,"",38,14,"44",17,6,FALSE,FALSE,"19831113MIANE",0,-11,2.5,-13.5,13.5,23,-19
"11/13/1983",1983,11,"NYG","WAS","Giants Stadium","WAS",43.5,"",37,19,"55",17,33,FALSE,FALSE,"19831113WASNYG",0,16,6.5,9.5,9.5,50,6.5
"11/13/1983",1983,11,"NYJ","BUF","Giants Stadium","NYJ",41.5,"",37,19,"55",17,24,FALSE,FALSE,"19831113BUFNYJ",1,-7,3.5,-10.5,10.5,41,-0.5
"11/13/1983",1983,11,"LAC","DAL","Qualcomm Stadium","DAL",45.5,"",70,11,"82",24,23,FALSE,FALSE,"19831113DALLAC",0,-1,7,-8,8,47,1.5
"11/13/1983",1983,11,"SF","NO","Candlestick Park","SF",40,"",57,18,"79",27,0,FALSE,FALSE,"19831113NOSF",1,27,4,23,23,27,-13
"11/13/1983",1983,11,"ARI","SEA","Busch Memorial Stadium","SEA",46,"",37,9,"88",33,28,FALSE,FALSE,"19831113SEAARI",0,-5,3,-8,8,61,15
"11/14/1983",1983,11,"ATL","LAR","Atlanta-Fulton County Stadium","ATL",42,"",41,8,"77",13,36,FALSE,FALSE,"19831114LARATL",1,-23,1.5,-24.5,24.5,49,7
"11/20/1983",1983,12,"ATL","SF","Atlanta-Fulton County Stadium","SF",43.5,"",60,17,"80",28,24,FALSE,FALSE,"19831120SFATL",0,-4,3.5,-7.5,7.5,52,8.5
"11/20/1983",1983,12,"BUF","OAK","Ralph Wilson Stadium","OAK",42,"",52,12,"70",24,27,FALSE,FALSE,"19831120OAKBUF",0,3,2,1,1,51,9
"11/20/1983",1983,12,"CIN","TEN","Cinergy Field","CIN",44.5,"",56,19,"72",38,10,FALSE,FALSE,"19831120TENCIN",1,28,9,19,19,48,3.5
"11/20/1983",1983,12,"DAL","KC","Texas Stadium","DAL",47,"",54,18,"49",41,21,FALSE,FALSE,"19831120KCDAL",1,20,9,11,11,62,15
"11/20/1983",1983,12,"DEN","SEA","Mile High Stadium","DEN",39,"",34,10,"49",38,27,FALSE,FALSE,"19831120SEADEN",1,11,1.5,9.5,9.5,65,26
"11/20/1983",1983,12,"GB","DET","Lambeau Field","GB",48.5,"",50,20,"90",20,23,FALSE,FALSE,"19831120DETGB",1,-3,4,-7,7,43,-5.5
"11/20/1983",1983,12,"LAR","WAS","Anaheim Stadium","WAS",49,"",59,15,"68",20,42,FALSE,FALSE,"19831120WASLAR",0,22,3,19,19,62,13
"11/20/1983",1983,12,"MIA","IND","Orange Bowl","MIA",38,"",78,11,"76",37,0,FALSE,FALSE,"19831120INDMIA",1,37,8.5,28.5,28.5,37,-1
"11/20/1983",1983,12,"NE","CLE","Foxboro Stadium","NE",40.5,"",44,8,"44",0,30,FALSE,FALSE,"19831120CLENE",1,-30,4.5,-34.5,34.5,30,-10.5
"11/20/1983",1983,12,"PHI","NYG","Veterans Stadium","PHI",37,"",50,6,"80",0,23,FALSE,FALSE,"19831120NYGPHI",1,-23,5,-28,28,23,-14
"11/20/1983",1983,12,"PIT","MIN","Three Rivers Stadium","PIT",41,"",53,16,"70",14,17,FALSE,FALSE,"19831120MINPIT",1,-3,7,-10,10,31,-10
"11/20/1983",1983,12,"ARI","LAC","Busch Memorial Stadium","LAC",52.5,"",54,21,"80",44,14,FALSE,FALSE,"19831120LACARI",0,-30,1,-31,31,58,5.5
"11/20/1983",1983,12,"TB","CHI","Houlihan's Stadium","PICK",35,"",69,12,"90",0,27,FALSE,FALSE,"19831120CHITB",0,27,0,27,27,27,-8
"11/21/1983",1983,12,"NO","NYJ","Louisiana Superdome","NO",43,"DOME",72,0,"",28,31,FALSE,FALSE,"19831121NYJNO",1,-3,3,-6,6,59,16
"11/24/1983",1983,13,"DAL","ARI","Texas Stadium","DAL",54.5,"",43,8,"61",35,17,FALSE,FALSE,"19831124ARIDAL",1,18,10,8,8,52,-2.5
"11/24/1983",1983,13,"DET","PIT","Pontiac Silverdome","PIT",40.5,"DOME",72,0,"",45,3,FALSE,FALSE,"19831124PITDET",0,-42,2.5,-44.5,44.5,48,7.5
"11/27/1983",1983,13,"ATL","GB","Atlanta-Fulton County Stadium","ATL",45.5,"",50,10,"74",47,41,FALSE,FALSE,"19831127GBATL",1,6,2.5,3.5,3.5,88,42.5
"11/27/1983",1983,13,"CHI","SF","Soldier Field","SF",41.5,"",39,18,"86",13,3,FALSE,FALSE,"19831127SFCHI",0,-10,4,-14,14,16,-25.5
"11/27/1983",1983,13,"CLE","IND","Cleveland Municipal Stadium","CLE",36,"",45,8,"74",41,23,FALSE,FALSE,"19831127INDCLE",1,18,6,12,12,64,28
"11/27/1983",1983,13,"OAK","NYG","Los Angeles Memorial Coliseum","OAK",41,"",54,7,"41",27,12,FALSE,FALSE,"19831127NYGOAK",1,15,10,5,5,39,-2
"11/27/1983",1983,13,"LAR","BUF","Anaheim Stadium","LAR",44,"",54,7,"41",41,17,FALSE,FALSE,"19831127BUFLAR",1,24,3.5,20.5,20.5,58,14
"11/27/1983",1983,13,"NO","MIN","Louisiana Superdome","NO",42,"DOME",72,0,"",17,16,FALSE,FALSE,"19831127MINNO",1,1,2.5,-1.5,1.5,33,-9
"11/27/1983",1983,13,"NYJ","NE","Giants Stadium","NYJ",39.5,"",51,14,"49",26,3,FALSE,FALSE,"19831127NENYJ",1,23,5,18,18,29,-10.5
"11/27/1983",1983,13,"LAC","DEN","Qualcomm Stadium","LAC",46.5,"",57,6,"42",31,7,FALSE,FALSE,"19831127DENLAC",1,24,2.5,21.5,21.5,38,-8.5
"11/27/1983",1983,13,"SEA","KC","Seattle Kingdome","SEA",46.5,"DOME",72,0,"",51,48,FALSE,FALSE,"19831127KCSEA",1,3,3.5,-0.5,0.5,99,52.5
"11/27/1983",1983,13,"TB","TEN","Houlihan's Stadium","TB",37,"",73,11,"80",33,24,FALSE,FALSE,"19831127TENTB",1,9,2,7,7,57,20
"11/27/1983",1983,13,"WAS","PHI","RFK Memorial Stadium","WAS",46,"",50,5,"59",28,24,FALSE,FALSE,"19831127PHIWAS",1,4,15,-11,11,52,6
"11/28/1983",1983,13,"MIA","CIN","Orange Bowl","MIA",43,"",78,6,"68",38,14,FALSE,FALSE,"19831128CINMIA",1,24,5.5,18.5,18.5,52,9
"12/01/1983",1983,14,"LAC","OAK","Qualcomm Stadium","OAK",54,"",65,12,"64",10,42,FALSE,FALSE,"19831201OAKLAC",0,32,1.5,30.5,30.5,52,-2
"12/04/1983",1983,14,"IND","NYJ","Memorial Stadium (Baltimore)","NYJ",39,"",41,12,"80",6,10,FALSE,FALSE,"19831204NYJIND",0,4,3.5,0.5,0.5,16,-23
"12/04/1983",1983,14,"DEN","CLE","Mile High Stadium","CLE",37.5,"",28,10,"64",27,6,FALSE,FALSE,"19831204CLEDEN",0,-21,1.5,-22.5,22.5,33,-4.5
"12/04/1983",1983,14,"GB","CHI","Lambeau Field","GB",44.5,"",25,6,"84",31,28,FALSE,FALSE,"19831204CHIGB",1,3,3,0,0,59,14.5
"12/04/1983",1983,14,"TEN","MIA","Houston Astrodome","MIA",44,"DOME",72,0,"",17,24,FALSE,FALSE,"19831204MIATEN",0,7,9,-2,2,41,-3
"12/04/1983",1983,14,"KC","BUF","Arrowhead Stadium","KC",44,"",28,8,"96",9,14,FALSE,FALSE,"19831204BUFKC",1,-5,1,-6,6,23,-21
"12/04/1983",1983,14,"NE","NO","Foxboro Stadium","PICK",35.5,"",34,20,"61",7,0,FALSE,FALSE,"19831204NONE",0,-7,0,-7,7,7,-28.5
"12/04/1983",1983,14,"NYG","ARI","Giants Stadium","ARI",41,"",40,17,"72",6,10,FALSE,FALSE,"19831204ARINYG",0,4,1,3,3,16,-25
"12/04/1983",1983,14,"PHI","LAR","Veterans Stadium","LAR",38.5,"",40,11,"82",13,9,FALSE,FALSE,"19831204LARPHI",0,-4,4,-8,8,22,-16.5
"12/04/1983",1983,14,"PIT","CIN","Three Rivers Stadium","PIT",41.5,"",36,16,"79",10,23,FALSE,FALSE,"19831204CINPIT",1,-13,4,-17,17,33,-8.5
"12/04/1983",1983,14,"SF","TB","Candlestick Park","SF",41,"",51,24,"64",35,21,FALSE,FALSE,"19831204TBSF",1,14,10,4,4,56,15
"12/04/1983",1983,14,"SEA","DAL","Seattle Kingdome","DAL",55,"DOME",72,0,"",10,35,FALSE,FALSE,"19831204DALSEA",0,25,6,19,19,45,-10
"12/04/1983",1983,14,"WAS","ATL","RFK Memorial Stadium","WAS",51,"",43,9,"76",37,21,FALSE,FALSE,"19831204ATLWAS",1,16,9,7,7,58,7
"12/05/1983",1983,14,"DET","MIN","Pontiac Silverdome","DET",44.5,"DOME",72,0,"",13,2,FALSE,FALSE,"19831205MINDET",1,11,3,8,8,15,-29.5
"12/10/1983",1983,15,"MIA","ATL","Orange Bowl","MIA",43.5,"",72,10,"74",31,24,FALSE,FALSE,"19831210ATLMIA",1,7,8.5,-1.5,1.5,55,11.5
"12/10/1983",1983,15,"NYJ","PIT","Giants Stadium","NYJ",37,"",45,12,"65",7,34,FALSE,FALSE,"19831210PITNYJ",1,-27,2,-29,29,41,4
"12/11/1983",1983,15,"BUF","SF","Ralph Wilson Stadium","SF",39,"",27,14,"72",10,23,FALSE,FALSE,"19831211SFBUF",0,13,1.5,11.5,11.5,33,-6
"12/11/1983",1983,15,"CIN","DET","Cinergy Field","CIN",42,"",43,16,"88",17,9,FALSE,FALSE,"19831211DETCIN",1,8,3,5,5,26,-16
"12/11/1983",1983,15,"DAL","WAS","Texas Stadium","DAL",53.5,"",58,19,"47",10,31,FALSE,FALSE,"19831211WASDAL",1,-21,3,-24,24,41,-12.5
"12/11/1983",1983,15,"DEN","IND","Mile High Stadium","DEN",36.5,"",40,13,"46",21,19,FALSE,FALSE,"19831211INDDEN",1,2,8.5,-6.5,6.5,40,3.5
"12/11/1983",1983,15,"TEN","CLE","Houston Astrodome","CLE",45,"DOME",72,0,"",34,27,FALSE,FALSE,"19831211CLETEN",0,-7,6.5,-13.5,13.5,61,16
"12/11/1983",1983,15,"OAK","ARI","Los Angeles Memorial Coliseum","OAK",47.5,"",56,5,"70",24,34,FALSE,FALSE,"19831211ARIOAK",1,-10,9,-19,19,58,10.5
"12/11/1983",1983,15,"LAR","NE","Anaheim Stadium","LAR",41,"",56,5,"70",7,21,FALSE,FALSE,"19831211NELAR",1,-14,6.5,-20.5,20.5,28,-13
"12/11/1983",1983,15,"MIN","CHI","Hubert H. Humphrey Metrodome","MIN",39.5,"DOME",72,0,"",13,19,FALSE,FALSE,"19831211CHIMIN",1,-6,3,-9,9,32,-7.5
"12/11/1983",1983,15,"NYG","SEA","Giants Stadium","SEA",40,"",39,16,"65",12,17,FALSE,FALSE,"19831211SEANYG",0,5,3,2,2,29,-11
"12/11/1983",1983,15,"PHI","NO","Veterans Stadium","PHI",35.5,"",37,10,"75",17,20,FALSE,FALSE,"19831211NOPHI",1,-3,1,-4,4,37,1.5
"12/11/1983",1983,15,"LAC","KC","Qualcomm Stadium","LAC",53.5,"",58,6,"78",41,38,FALSE,FALSE,"19831211KCLAC",1,3,4,-1,1,79,25.5
"12/12/1983",1983,15,"TB","GB","Houlihan's Stadium","GB",47,"",67,15,"87",9,12,FALSE,FALSE,"19831212GBTB",0,3,4,-1,1,21,-26
"12/16/1983",1983,16,"MIA","NYJ","Orange Bowl","MIA",41.5,"",69,8,"76",34,14,FALSE,FALSE,"19831216NYJMIA",1,20,8,12,12,48,6.5
"12/17/1983",1983,16,"MIN","CIN","Hubert H. Humphrey Metrodome","CIN",38.5,"DOME",72,0,"",20,14,FALSE,FALSE,"19831217CINMIN",0,-6,3,-9,9,34,-4.5
"12/17/1983",1983,16,"WAS","NYG","RFK Memorial Stadium","WAS",44.5,"",40,8,"50",31,22,FALSE,FALSE,"19831217NYGWAS",1,9,15.5,-6.5,6.5,53,8.5
"12/18/1983",1983,16,"ATL","BUF","Atlanta-Fulton County Stadium","ATL",43.5,"",43,12,"51",31,14,FALSE,FALSE,"19831218BUFATL",1,17,1,16,16,45,1.5
"12/18/1983",1983,16,"IND","TEN","Memorial Stadium (Baltimore)","IND",40.5,"",30,6,"63",20,10,FALSE,FALSE,"19831218TENIND",1,10,4,6,6,30,-10.5
"12/18/1983",1983,16,"CHI","GB","Soldier Field","GB",43,"",0,13,"57",23,21,FALSE,FALSE,"19831218GBCHI",0,-2,1,-3,3,44,1
"12/18/1983",1983,16,"CLE","PIT","Cleveland Municipal Stadium","CLE",38.5,"",18,11,"79",30,17,FALSE,FALSE,"19831218PITCLE",1,13,3,10,10,47,8.5
"12/18/1983",1983,16,"DET","TB","Pontiac Silverdome","DET",39.5,"DOME",72,0,"",23,20,FALSE,FALSE,"19831218TBDET",1,3,10,-7,7,43,3.5
"12/18/1983",1983,16,"KC","DEN","Arrowhead Stadium","DEN",43,"",0,15,"72",48,17,FALSE,FALSE,"19831218DENKC",0,-31,2.5,-33.5,33.5,65,22
"12/18/1983",1983,16,"OAK","LAC","Los Angeles Memorial Coliseum","OAK",53.5,"",56,6,"75",30,14,FALSE,FALSE,"19831218LACOAK",1,16,9,7,7,44,-9.5
"12/18/1983",1983,16,"NO","LAR","Louisiana Superdome","NO",40,"DOME",72,0,"",24,26,FALSE,FALSE,"19831218LARNO",1,-2,2,-4,4,50,10
"12/18/1983",1983,16,"SEA","NE","Seattle Kingdome","SEA",41.5,"DOME",72,0,"",24,6,FALSE,FALSE,"19831218NESEA",1,18,2.5,15.5,15.5,30,-11.5
"12/18/1983",1983,16,"ARI","PHI","Busch Memorial Stadium","ARI",42,"",12,15,"87",31,7,FALSE,FALSE,"19831218PHIARI",1,24,6,18,18,38,-4
"12/19/1983",1983,16,"SF","DAL","Candlestick Park","PICK",44,"",54,11,"78",42,17,FALSE,FALSE,"19831219DALSF",0,-25,0,-25,25,59,15
"12/24/1983",1983,18,"SEA","DEN","","SEA",NA,"",NA,NA,"",31,7,FALSE,TRUE,"",1,24,3.5,20.5,20.5,38,NA
"12/26/1983",1983,18,"DAL","LAR","Texas Stadium","DAL",NA,"",NA,NA,"",17,24,FALSE,TRUE,"",1,-7,8,-15,15,41,NA
"12/31/1983",1983,19,"MIA","SEA","","MIA",NA,"",NA,NA,"",20,27,FALSE,TRUE,"",1,-7,8,-15,15,47,NA
"12/31/1983",1983,19,"SF","DET","","SF",NA,"",NA,NA,"",24,23,FALSE,TRUE,"",1,1,7.5,-6.5,6.5,47,NA
"01/01/1984",1983,19,"OAK","PIT","","OAK",NA,"",NA,NA,"",38,10,FALSE,TRUE,"",1,28,7,21,21,48,NA
"01/01/1984",1983,19,"WAS","LAR","","WAS",NA,"",NA,NA,"",51,7,FALSE,TRUE,"",1,44,9.5,34.5,34.5,58,NA
"01/08/1984",1983,20,"OAK","SEA","","OAK",NA,"",NA,NA,"",30,14,FALSE,TRUE,"",1,16,7,9,9,44,NA
"01/08/1984",1983,20,"WAS","SF","","WAS",NA,"",NA,NA,"",24,21,FALSE,TRUE,"",1,3,10,-7,7,45,NA
"01/22/1984",1983,21,"WAS","OAK","Tampa Stadium","WAS",48,"",NA,NA,"",9,38,TRUE,TRUE,"",NA,-29,3,-32,32,47,-1
"09/02/1984",1984,1,"BUF","NE","Ralph Wilson Stadium","NE",38,"",65,8,"80",17,21,FALSE,FALSE,"19840902NEBUF",0,4,3,1,1,38,0
"09/02/1984",1984,1,"CHI","TB","Soldier Field","CHI",35,"",78,12,"64",34,14,FALSE,FALSE,"19840902TBCHI",1,20,6,14,14,48,13
"09/02/1984",1984,1,"DEN","CIN","Mile High Stadium","DEN",41,"",63,8,"56",20,17,FALSE,FALSE,"19840902CINDEN",1,3,1,2,2,37,-4
"09/02/1984",1984,1,"DET","SF","Pontiac Silverdome","SF",43,"DOME",72,0,"",27,30,FALSE,FALSE,"19840902SFDET",0,3,2.5,0.5,0.5,57,14
"09/02/1984",1984,1,"GB","ARI","Lambeau Field","GB",46.5,"",63,9,"94",24,23,FALSE,FALSE,"19840902ARIGB",1,1,3.5,-2.5,2.5,47,0.5
"09/02/1984",1984,1,"TEN","OAK","Houston Astrodome","OAK",48.5,"DOME",72,0,"",14,24,FALSE,FALSE,"19840902OAKTEN",0,10,6,4,4,38,-10.5
"09/02/1984",1984,1,"IND","NYJ","RCA Dome","NYJ",35,"DOME",72,0,"",14,23,FALSE,FALSE,"19840902NYJIND",0,9,2,7,7,37,2
"09/02/1984",1984,1,"MIN","LAC","Hubert H. Humphrey Metrodome","LAC",49,"",72,0,"",13,42,FALSE,FALSE,"19840902LACMIN",0,29,3,26,26,55,6
"09/02/1984",1984,1,"NO","ATL","Louisiana Superdome","NO",44,"DOME",72,0,"",28,36,FALSE,FALSE,"19840902ATLNO",1,-8,6,-14,14,64,20
"09/02/1984",1984,1,"NYG","PHI","Giants Stadium","NYG",35,"",70,10,"52",28,27,FALSE,FALSE,"19840902PHINYG",1,1,2,-1,1,55,20
"09/02/1984",1984,1,"PIT","KC","Three Rivers Stadium","PIT",40.5,"",70,8,"57",27,37,FALSE,FALSE,"19840902KCPIT",1,-10,6.5,-16.5,16.5,64,23.5
"09/02/1984",1984,1,"WAS","MIA","RFK Memorial Stadium","WAS",46,"",76,10,"62",17,35,FALSE,FALSE,"19840902MIAWAS",1,-18,4.5,-22.5,22.5,52,6
"09/03/1984",1984,1,"LAR","DAL","Anaheim Stadium","LAR",47.5,"",71,10,"77",13,20,FALSE,FALSE,"19840903DALLAR",1,-7,2,-9,9,33,-14.5
"09/03/1984",1984,1,"SEA","CLE","Seattle Kingdome","SEA",43,"DOME",72,0,"",33,0,FALSE,FALSE,"19840903CLESEA",1,33,4.5,28.5,28.5,33,-10
"09/06/1984",1984,2,"NYJ","PIT","Giants Stadium","PIT",42,"",62,15,"55",17,23,FALSE,FALSE,"19840906PITNYJ",0,6,1,5,5,40,-2
"09/09/1984",1984,2,"ATL","DET","Atlanta-Fulton County Stadium","ATL",47,"",70,10,"60",24,27,FALSE,FALSE,"19840909DETATL",1,-3,3,-6,6,51,4
"09/09/1984",1984,2,"CHI","DEN","Soldier Field","CHI",40,"",68,10,"77",27,0,FALSE,FALSE,"19840909DENCHI",1,27,5.5,21.5,21.5,27,-13
"09/09/1984",1984,2,"CIN","KC","Cinergy Field","CIN",47,"",69,13,"57",22,27,FALSE,FALSE,"19840909KCCIN",1,-5,4,-9,9,49,2
"09/09/1984",1984,2,"TEN","IND","Houston Astrodome","TEN",40,"DOME",72,0,"",21,35,FALSE,FALSE,"19840909INDTEN",1,-14,5.5,-19.5,19.5,56,16
"09/09/1984",1984,2,"OAK","GB","Los Angeles Memorial Coliseum","OAK",50,"",85,9,"45",28,7,FALSE,FALSE,"19840909GBOAK",1,21,7,14,14,35,-15
"09/09/1984",1984,2,"LAR","CLE","Anaheim Stadium","LAR",44,"",85,9,"45",20,17,FALSE,FALSE,"19840909CLELAR",1,3,6,-3,3,37,-7
"09/09/1984",1984,2,"MIA","NE","Orange Bowl","MIA",43,"",78,10,"65",28,7,FALSE,FALSE,"19840909NEMIA",1,21,6,15,15,35,-8
"09/09/1984",1984,2,"NO","TB","Louisiana Superdome","NO",43,"DOME",72,0,"",17,13,FALSE,FALSE,"19840909TBNO",1,4,7,-3,3,30,-13
"09/09/1984",1984,2,"NYG","DAL","Giants Stadium","DAL",46,"",66,13,"69",28,7,FALSE,FALSE,"19840909DALNYG",0,-21,5.5,-26.5,26.5,35,-11
"09/09/1984",1984,2,"PHI","MIN","Veterans Stadium","PHI",41,"",64,5,"62",19,17,FALSE,FALSE,"19840909MINPHI",1,2,5,-3,3,36,-5
"09/09/1984",1984,2,"SEA","LAC","Seattle Kingdome","LAC",52,"DOME",72,0,"",31,17,FALSE,FALSE,"19840909LACSEA",0,-14,1,-15,15,48,-4
"09/09/1984",1984,2,"ARI","BUF","Busch Memorial Stadium","ARI",42,"",68,11,"95",37,7,FALSE,FALSE,"19840909BUFARI",1,30,7,23,23,44,2
"09/10/1984",1984,2,"SF","WAS","Candlestick Park","SF",52,"",68,17,"64",37,31,FALSE,FALSE,"19840910WASSF",1,6,2,4,4,68,16
"09/16/1984",1984,3,"CLE","DEN","Cleveland Municipal Stadium","CLE",39.5,"",50,7,"70",14,24,FALSE,FALSE,"19840916DENCLE",1,-10,4.5,-14.5,14.5,38,-1.5
"09/16/1984",1984,3,"DAL","PHI","Texas Stadium","DAL",43,"",69,13,"49",23,17,FALSE,FALSE,"19840916PHIDAL",1,6,8,-2,2,40,-3
"09/16/1984",1984,3,"GB","CHI","Lambeau Field","GB",43.5,"",50,9,"66",7,9,FALSE,FALSE,"19840916CHIGB",1,-2,2,-4,4,16,-27.5
"09/16/1984",1984,3,"IND","ARI","RCA Dome","ARI",44.5,"DOME",72,0,"",33,34,FALSE,FALSE,"19840916ARIIND",0,1,5.5,-4.5,4.5,67,22.5
"09/16/1984",1984,3,"KC","OAK","Arrowhead Stadium","OAK",47,"",55,9,"61",20,22,FALSE,FALSE,"19840916OAKKC",0,2,4,-2,2,42,-5
"09/16/1984",1984,3,"MIN","ATL","Hubert H. Humphrey Metrodome","ATL",46,"DOME",72,0,"",27,20,FALSE,FALSE,"19840916ATLMIN",0,-7,2,-9,9,47,1
"09/16/1984",1984,3,"NE","SEA","Foxboro Stadium","NE",41.5,"",50,13,"62",38,23,FALSE,FALSE,"19840916SEANE",1,15,3,12,12,61,19.5
"09/16/1984",1984,3,"NYJ","CIN","Giants Stadium","CIN",41,"",56,13,"66",43,23,FALSE,FALSE,"19840916CINNYJ",0,-20,3,-23,23,66,25
"09/16/1984",1984,3,"PIT","LAR","Three Rivers Stadium","PIT",43,"",50,7,"62",24,14,FALSE,FALSE,"19840916LARPIT",1,10,3.5,6.5,6.5,38,-5
"09/16/1984",1984,3,"LAC","TEN","Qualcomm Stadium","LAC",52,"",80,8,"77",31,14,FALSE,FALSE,"19840916TENLAC",1,17,10.5,6.5,6.5,45,-7
"09/16/1984",1984,3,"SF","NO","Candlestick Park","SF",45,"",65,16,"68",30,20,FALSE,FALSE,"19840916NOSF",1,10,5.5,4.5,4.5,50,5
"09/16/1984",1984,3,"TB","DET","Houlihan's Stadium","DET",40.5,"",81,7,"66",21,17,FALSE,FALSE,"19840916DETTB",0,-4,3.5,-7.5,7.5,38,-2.5
"09/16/1984",1984,3,"WAS","NYG","RFK Memorial Stadium","WAS",47.5,"",60,12,"56",30,14,FALSE,FALSE,"19840916NYGWAS",1,16,6,10,10,44,-3.5
"09/17/1984",1984,3,"BUF","MIA","Ralph Wilson Stadium","MIA",41,"",54,8,"65",17,21,FALSE,FALSE,"19840917MIABUF",0,4,8.5,-4.5,4.5,38,-3
"09/23/1984",1984,4,"ATL","TEN","Atlanta-Fulton County Stadium","ATL",49,"",72,10,"66",42,10,FALSE,FALSE,"19840923TENATL",1,32,9,23,23,52,3
"09/23/1984",1984,4,"BUF","NYJ","Ralph Wilson Stadium","NYJ",40,"",70,16,"73",26,28,FALSE,FALSE,"19840923NYJBUF",0,2,2,0,0,54,14
"09/23/1984",1984,4,"CIN","LAR","Cinergy Field","CIN",41,"",69,11,"71",14,24,FALSE,FALSE,"19840923LARCIN",1,-10,5,-15,15,38,-3
"09/23/1984",1984,4,"CLE","PIT","Cleveland Municipal Stadium","PIT",39.5,"",70,12,"70",20,10,FALSE,FALSE,"19840923PITCLE",0,-10,2,-12,12,30,-9.5
"09/23/1984",1984,4,"DAL","GB","Texas Stadium","DAL",45,"",80,11,"67",20,6,FALSE,FALSE,"19840923GBDAL",1,14,6.5,7.5,7.5,26,-19
"09/23/1984",1984,4,"DEN","KC","Mile High Stadium","PICK",42.5,"",64,11,"40",21,0,FALSE,FALSE,"19840923KCDEN",0,-21,0,-21,21,21,-21.5
"09/23/1984",1984,4,"DET","MIN","Pontiac Silverdome","DET",46,"DOME",72,0,"",28,29,FALSE,FALSE,"19840923MINDET",1,-1,6,-7,7,57,11
"09/23/1984",1984,4,"MIA","IND","Orange Bowl","MIA",45,"",81,18,"63",44,7,FALSE,FALSE,"19840923INDMIA",1,37,11,26,26,51,6
"09/23/1984",1984,4,"NE","WAS","Foxboro Stadium","PICK",47,"",66,13,"67",10,26,FALSE,FALSE,"19840923WASNE",0,16,0,16,16,36,-11
"09/23/1984",1984,4,"NO","ARI","Louisiana Superdome","PICK",46.5,"DOME",72,0,"",34,24,FALSE,FALSE,"19840923ARINO",0,-10,0,-10,10,58,11.5
