"schedule_date","schedule_season","schedule_week","team_home","team_away","stadium","team_favorite_id","over_under_line","weather_detail","score_home","score_away","stadium_neutral","schedule_playoff","game_id","homeFav","scoreFavMinDog","line","Error","whocovered","scoretotal","OUError","which_hit"
"09/01/1979",1979,1,"TB","DET","Houlihan's Stadium","TB",30,"",31,16,FALSE,FALSE,"19790901DETTB",1,15,3,12,"Favorite",47,17,"Over"
"09/02/1979",1979,1,"BUF","MIA","Ralph Wilson Stadium","MIA",39,"",7,9,FALSE,FALSE,"19790902MIABUF",0,2,5,-3,"Underdog",16,-23,"Under"
"09/02/1979",1979,1,"CHI","GB","Soldier Field","CHI",31,"",6,3,FALSE,FALSE,"19790902GBCHI",1,3,3,0,"Push",9,-22,"Under"
"09/02/1979",1979,1,"DEN","CIN","Mile High Stadium","DEN",31.5,"",10,0,FALSE,FALSE,"19790902CINDEN",1,10,3,7,"Favorite",10,-21.5,"Under"
"09/02/1979",1979,1,"KC","IND","Arrowhead Stadium","KC",37,"",14,0,FALSE,FALSE,"19790902INDKC",1,14,1,13,"Favorite",14,-23,"Under"
"09/02/1979",1979,1,"LAR","OAK","Anaheim Stadium","LAR",36.5,"",17,24,FALSE,FALSE,"19790902OAKLAR",1,-7,4,-11,"Underdog",41,4.5,"Over"
"09/02/1979",1979,1,"MIN","SF","Metropolitan Stadium","MIN",32,"",28,22,FALSE,FALSE,"19790902SFMIN",1,6,7,-1,"Underdog",50,18,"Over"
"09/02/1979",1979,1,"NO","ATL","Louisiana Superdome","NO",32,"DOME",34,40,FALSE,FALSE,"19790902ATLNO",1,-6,5,-11,"Underdog",74,42,"Over"
"09/02/1979",1979,1,"NYJ","CLE","Giants Stadium","NYJ",41,"",22,25,FALSE,FALSE,"19790902CLENYJ",1,-3,2,-5,"Underdog",47,6,"Over"
"09/02/1979",1979,1,"PHI","NYG","Veterans Stadium","PHI",31.5,"",23,17,FALSE,FALSE,"19790902NYGPHI",1,6,7,-1,"Underdog",40,8.5,"Over"
"09/02/1979",1979,1,"SEA","LAC","Seattle Kingdome","SEA",42.5,"DOME",16,33,FALSE,FALSE,"19790902LACSEA",1,-17,2,-19,"Underdog",49,6.5,"Over"
"09/02/1979",1979,1,"ARI","DAL","Busch Memorial Stadium","DAL",37,"",21,22,FALSE,FALSE,"19790902DALARI",0,1,4,-3,"Underdog",43,6,"Over"
"09/02/1979",1979,1,"WAS","TEN","RFK Memorial Stadium","TEN",33,"",27,29,FALSE,FALSE,"19790902TENWAS",0,2,4,-2,"Underdog",56,23,"Over"
"09/03/1979",1979,1,"NE","PIT","Foxboro Stadium","PIT",37,"",13,16,FALSE,FALSE,"19790903PITNE",0,3,2,1,"Favorite",29,-8,"Under"
"09/06/1979",1979,2,"DEN","LAR","Mile High Stadium","DEN",31.5,"",9,13,FALSE,FALSE,"19790906LARDEN",1,-4,2,-6,"Underdog",22,-9.5,"Under"
"09/09/1979",1979,2,"IND","TB","Memorial Stadium (Baltimore)","PICK",33,"",26,29,FALSE,FALSE,"19790909TBIND",0,3,0,3,"Favorite",55,22,"Over"
"09/09/1979",1979,2,"BUF","CIN","Ralph Wilson Stadium","CIN",34,"",51,24,FALSE,FALSE,"19790909CINBUF",0,-27,3,-30,"Underdog",75,41,"Over"
"09/09/1979",1979,2,"CHI","MIN","Soldier Field","CHI",31.5,"",26,7,FALSE,FALSE,"19790909MINCHI",1,19,6,13,"Favorite",33,1.5,"Over"
"09/09/1979",1979,2,"DET","WAS","Pontiac Silverdome","PICK",35.5,"DOME",24,27,FALSE,FALSE,"19790909WASDET",0,3,0,3,"Favorite",51,15.5,"Over"
"09/09/1979",1979,2,"GB","NO","Lambeau Field","GB",35,"",28,19,FALSE,FALSE,"19790909NOGB",1,9,3,6,"Favorite",47,12,"Over"
"09/09/1979",1979,2,"KC","CLE","Arrowhead Stadium","PICK",36,"",24,27,FALSE,FALSE,"19790909CLEKC",0,3,0,3,"Favorite",51,15,"Over"
"09/09/1979",1979,2,"MIA","SEA","Orange Bowl","MIA",40.5,"",19,10,FALSE,FALSE,"19790909SEAMIA",1,9,7,2,"Favorite",29,-11.5,"Under"
"09/09/1979",1979,2,"NE","NYJ","Foxboro Stadium","NE",42,"",56,3,FALSE,FALSE,"19790909NYJNE",1,53,8,45,"Favorite",59,17,"Over"
"09/09/1979",1979,2,"NYG","ARI","Giants Stadium","ARI",36,"",14,27,FALSE,FALSE,"19790909ARINYG",0,13,3,10,"Favorite",41,5,"Over"
"09/09/1979",1979,2,"PIT","TEN","Three Rivers Stadium","PIT",37,"",38,7,FALSE,FALSE,"19790909TENPIT",1,31,6,25,"Favorite",45,8,"Over"
"09/09/1979",1979,2,"LAC","OAK","Qualcomm Stadium","LAC",42,"",30,10,FALSE,FALSE,"19790909OAKLAC",1,20,3,17,"Favorite",40,-2,"Under"
"09/09/1979",1979,2,"SF","DAL","Candlestick Park","DAL",39,"",13,21,FALSE,FALSE,"19790909DALSF",0,8,13,-5,"Underdog",34,-5,"Under"
"09/10/1979",1979,2,"PHI","ATL","Veterans Stadium","PHI",35.5,"",10,14,FALSE,FALSE,"19790910ATLPHI",1,-4,4,-8,"Underdog",24,-11.5,"Under"
"09/16/1979",1979,3,"ATL","DEN","Atlanta-Fulton County Stadium","DEN",32,"",17,20,FALSE,FALSE,"19790916DENATL",0,3,3,0,"Push",37,5,"Over"
"09/16/1979",1979,3,"CIN","NE","Cinergy Field","NE",41,"",14,20,FALSE,FALSE,"19790916NECIN",0,6,6,0,"Push",34,-7,"Under"
"09/16/1979",1979,3,"CLE","IND","Cleveland Municipal Stadium","CLE",42,"",13,10,FALSE,FALSE,"19790916INDCLE",1,3,7,-4,"Underdog",23,-19,"Under"
"09/16/1979",1979,3,"DAL","CHI","Texas Stadium","DAL",37,"",24,20,FALSE,FALSE,"19790916CHIDAL",1,4,9,-5,"Underdog",44,7,"Over"
"09/16/1979",1979,3,"GB","TB","Lambeau Field","GB",36,"",10,21,FALSE,FALSE,"19790916TBGB",1,-11,2,-13,"Underdog",31,-5,"Under"
"09/16/1979",1979,3,"TEN","KC","Houston Astrodome","TEN",37,"DOME",20,6,FALSE,FALSE,"19790916KCTEN",1,14,5,9,"Favorite",26,-11,"Under"
"09/16/1979",1979,3,"LAR","SF","Anaheim Stadium","LAR",39,"",27,24,FALSE,FALSE,"19790916SFLAR",1,3,13,-10,"Underdog",51,12,"Over"
"09/16/1979",1979,3,"MIN","MIA","Metropolitan Stadium","MIA",37,"",12,27,FALSE,FALSE,"19790916MIAMIN",0,15,7,8,"Favorite",39,2,"Over"
"09/16/1979",1979,3,"NO","PHI","Louisiana Superdome","NO",42,"DOME",14,26,FALSE,FALSE,"19790916PHINO",1,-12,3,-15,"Underdog",40,-2,"Under"
"09/16/1979",1979,3,"NYJ","DET","Giants Stadium","NYJ",42,"",31,10,FALSE,FALSE,"19790916DETNYJ",1,21,6,15,"Favorite",41,-1,"Under"
"09/16/1979",1979,3,"LAC","BUF","Qualcomm Stadium","LAC",44,"",27,19,FALSE,FALSE,"19790916BUFLAC",1,8,9,-1,"Underdog",46,2,"Over"
"09/16/1979",1979,3,"SEA","OAK","Seattle Kingdome","SEA",44,"DOME",27,10,FALSE,FALSE,"19790916OAKSEA",1,17,3,14,"Favorite",37,-7,"Under"
"09/16/1979",1979,3,"ARI","PIT","Busch Memorial Stadium","PIT",40,"",21,24,FALSE,FALSE,"19790916PITARI",0,3,6,-3,"Underdog",45,5,"Over"
"09/17/1979",1979,3,"WAS","NYG","RFK Memorial Stadium","WAS",37,"",27,0,FALSE,FALSE,"19790917NYGWAS",1,27,6,21,"Favorite",27,-10,"Under"
"09/23/1979",1979,4,"BUF","NYJ","Ralph Wilson Stadium","BUF",42,"",46,31,FALSE,FALSE,"19790923NYJBUF",1,15,3,12,"Favorite",77,35,"Over"
"09/23/1979",1979,4,"CIN","TEN","Cinergy Field","TEN",37,"",27,30,FALSE,FALSE,"19790923TENCIN",0,3,3,0,"Push",57,20,"Over"
"09/23/1979",1979,4,"DEN","SEA","Mile High Stadium","DEN",37,"",37,34,FALSE,FALSE,"19790923SEADEN",1,3,6,-3,"Underdog",71,34,"Over"
"09/23/1979",1979,4,"DET","ATL","Pontiac Silverdome","ATL",37,"DOME",24,23,FALSE,FALSE,"19790923ATLDET",0,-1,6,-7,"Underdog",47,10,"Over"
"09/23/1979",1979,4,"KC","OAK","Arrowhead Stadium","OAK",41,"",35,7,FALSE,FALSE,"19790923OAKKC",0,-28,3,-31,"Underdog",42,1,"Over"
"09/23/1979",1979,4,"MIA","CHI","Orange Bowl","MIA",37,"",31,16,FALSE,FALSE,"19790923CHIMIA",1,15,6,9,"Favorite",47,10,"Over"
"09/23/1979",1979,4,"MIN","GB","Metropolitan Stadium","MIN",34,"",27,21,FALSE,FALSE,"19790923GBMIN",1,6,1,5,"Favorite",48,14,"Over"
"09/23/1979",1979,4,"NE","LAC","Foxboro Stadium","NE",44,"",27,21,FALSE,FALSE,"19790923LACNE",1,6,3,3,"Favorite",48,4,"Over"
"09/23/1979",1979,4,"NYG","PHI","Giants Stadium","PHI",37,"",13,17,FALSE,FALSE,"19790923PHINYG",0,4,5,-1,"Underdog",30,-7,"Under"
"09/23/1979",1979,4,"PIT","IND","Three Rivers Stadium","PIT",38,"",17,13,FALSE,FALSE,"19790923INDPIT",1,4,14,-10,"Underdog",30,-8,"Under"
"09/23/1979",1979,4,"SF","NO","Candlestick Park","PICK",42,"",21,30,FALSE,FALSE,"19790923NOSF",0,9,0,9,"Favorite",51,9,"Over"
"09/23/1979",1979,4,"ARI","WAS","Busch Memorial Stadium","ARI",39,"",7,17,FALSE,FALSE,"19790923WASARI",1,-10,3,-13,"Underdog",24,-15,"Under"
"09/23/1979",1979,4,"TB","LAR","Houlihan's Stadium","LAR",35,"",21,6,FALSE,FALSE,"19790923LARTB",0,-15,3,-18,"Underdog",27,-8,"Under"
"09/24/1979",1979,4,"CLE","DAL","Cleveland Municipal Stadium","DAL",40,"",26,7,FALSE,FALSE,"19790924DALCLE",0,-19,3,-22,"Underdog",33,-7,"Under"
"09/30/1979",1979,5,"ATL","WAS","Atlanta-Fulton County Stadium","ATL",37,"",7,16,FALSE,FALSE,"19790930WASATL",1,-9,3,-12,"Underdog",23,-14,"Under"
"09/30/1979",1979,5,"IND","BUF","Memorial Stadium (Baltimore)","IND",42,"",13,31,FALSE,FALSE,"19790930BUFIND",1,-18,2,-20,"Underdog",44,2,"Over"
"09/30/1979",1979,5,"CHI","TB","Soldier Field","CHI",34,"",13,17,FALSE,FALSE,"19790930TBCHI",1,-4,1,-5,"Underdog",30,-4,"Under"
"09/30/1979",1979,5,"DAL","CIN","Texas Stadium","DAL",40,"",38,13,FALSE,FALSE,"19790930CINDAL",1,25,10,15,"Favorite",51,11,"Over"
"09/30/1979",1979,5,"DET","MIN","Pontiac Silverdome","DET",39,"DOME",10,13,FALSE,FALSE,"19790930MINDET",1,-3,3,-6,"Underdog",23,-16,"Under"
"09/30/1979",1979,5,"TEN","CLE","Houston Astrodome","TEN",39,"DOME",31,10,FALSE,FALSE,"19790930CLETEN",1,21,6,15,"Favorite",41,2,"Over"
"09/30/1979",1979,5,"LAR","ARI","Anaheim Stadium","LAR",38,"",21,0,FALSE,FALSE,"19790930ARILAR",1,21,6,15,"Favorite",21,-17,"Under"
"09/30/1979",1979,5,"NO","NYG","Louisiana Superdome","NO",39,"DOME",24,14,FALSE,FALSE,"19790930NYGNO",1,10,6,4,"Favorite",38,-1,"Under"
"09/30/1979",1979,5,"NYJ","MIA","Giants Stadium","MIA",43,"",33,27,FALSE,FALSE,"19790930MIANYJ",0,-6,4,-10,"Underdog",60,17,"Over"
"09/30/1979",1979,5,"OAK","DEN","Oakland Coliseum","DEN",36,"",27,3,FALSE,FALSE,"19790930DENOAK",0,-24,3,-27,"Underdog",30,-6,"Under"
"09/30/1979",1979,5,"PHI","PIT","Veterans Stadium","PIT",36,"",17,14,FALSE,FALSE,"19790930PITPHI",0,-3,4,-7,"Underdog",31,-5,"Under"
"09/30/1979",1979,5,"LAC","SF","Qualcomm Stadium","LAC",44,"",31,9,FALSE,FALSE,"19790930SFLAC",1,22,13,9,"Favorite",40,-4,"Under"
"09/30/1979",1979,5,"SEA","KC","Seattle Kingdome","SEA",43,"DOME",6,24,FALSE,FALSE,"19790930KCSEA",1,-18,6,-24,"Underdog",30,-13,"Under"
"10/01/1979",1979,5,"GB","NE","Lambeau Field","NE",39,"",27,14,FALSE,FALSE,"19791001NEGB",0,-13,7,-20,"Underdog",41,2,"Over"
"10/07/1979",1979,6,"ATL","GB","Atlanta-Fulton County Stadium","ATL",35,"",25,7,FALSE,FALSE,"19791007GBATL",1,18,6,12,"Favorite",32,-3,"Under"
"10/07/1979",1979,6,"IND","NYJ","Memorial Stadium (Baltimore)","NYJ",42,"",10,8,FALSE,FALSE,"19791007NYJIND",0,-2,3,-5,"Underdog",18,-24,"Under"
"10/07/1979",1979,6,"BUF","CHI","Ralph Wilson Stadium","BUF",40,"",0,7,FALSE,FALSE,"19791007CHIBUF",1,-7,5,-12,"Underdog",7,-33,"Under"
"10/07/1979",1979,6,"CIN","KC","Cinergy Field","PICK",38,"",7,10,FALSE,FALSE,"19791007KCCIN",0,3,0,3,"Favorite",17,-21,"Under"
"10/07/1979",1979,6,"CLE","PIT","Cleveland Municipal Stadium","PIT",36,"",35,51,FALSE,FALSE,"19791007PITCLE",0,16,4,12,"Favorite",86,50,"Over"
"10/07/1979",1979,6,"DEN","LAC","Mile High Stadium","LAC",37,"",7,0,FALSE,FALSE,"19791007LACDEN",0,-7,1,-8,"Underdog",7,-30,"Under"
"10/07/1979",1979,6,"TEN","ARI","Houston Astrodome","TEN",39,"DOME",17,24,FALSE,FALSE,"19791007ARITEN",1,-7,7,-14,"Underdog",41,2,"Over"
"10/07/1979",1979,6,"MIN","DAL","Metropolitan Stadium","DAL",39,"",20,36,FALSE,FALSE,"19791007DALMIN",0,16,7,9,"Favorite",56,17,"Over"
"10/07/1979",1979,6,"NE","DET","Foxboro Stadium","NE",40,"",24,17,FALSE,FALSE,"19791007DETNE",1,7,13,-6,"Underdog",41,1,"Over"
"10/07/1979",1979,6,"NO","LAR","Louisiana Superdome","LAR",39,"DOME",17,35,FALSE,FALSE,"19791007LARNO",0,18,4,14,"Favorite",52,13,"Over"
"10/07/1979",1979,6,"NYG","TB","Giants Stadium","TB",34,"",17,14,FALSE,FALSE,"19791007TBNYG",0,-3,6,-9,"Underdog",31,-3,"Under"
"10/07/1979",1979,6,"PHI","WAS","Veterans Stadium","PHI",37,"",28,17,FALSE,FALSE,"19791007WASPHI",1,11,1,10,"Favorite",45,8,"Over"
"10/07/1979",1979,6,"SF","SEA","Candlestick Park","SEA",43,"",24,35,FALSE,FALSE,"19791007SEASF",0,11,5,6,"Favorite",59,16,"Over"
"10/08/1979",1979,6,"OAK","MIA","Oakland Coliseum","MIA",39,"",13,3,FALSE,FALSE,"19791008MIAOAK",0,-10,1,-11,"Underdog",16,-23,"Under"
"10/14/1979",1979,7,"IND","TEN","Memorial Stadium (Baltimore)","TEN",36,"",16,28,FALSE,FALSE,"19791014TENIND",0,12,6,6,"Favorite",44,8,"Over"
"10/14/1979",1979,7,"CHI","NE","Soldier Field","NE",37,"",7,27,FALSE,FALSE,"19791014NECHI",0,20,4,16,"Favorite",34,-3,"Under"
"10/14/1979",1979,7,"CIN","PIT","Cinergy Field","PIT",39,"",34,10,FALSE,FALSE,"19791014PITCIN",0,-24,10,-34,"Underdog",44,5,"Over"
"10/14/1979",1979,7,"CLE","WAS","Cleveland Municipal Stadium","CLE",34,"",9,13,FALSE,FALSE,"19791014WASCLE",1,-4,4,-8,"Underdog",22,-12,"Under"
"10/14/1979",1979,7,"DAL","LAR","Texas Stadium","DAL",39,"",30,6,FALSE,FALSE,"19791014LARDAL",1,24,3,21,"Favorite",36,-3,"Under"
"10/14/1979",1979,7,"GB","DET","Lambeau Field","GB",36,"",24,16,FALSE,FALSE,"19791014DETGB",1,8,4,4,"Favorite",40,4,"Over"
"10/14/1979",1979,7,"KC","DEN","Arrowhead Stadium","DEN",34,"",10,24,FALSE,FALSE,"19791014DENKC",0,14,1,13,"Favorite",34,0,"Push"
"10/14/1979",1979,7,"MIA","BUF","Orange Bowl","MIA",40,"",17,7,FALSE,FALSE,"19791014BUFMIA",1,10,6,4,"Favorite",24,-16,"Under"
"10/14/1979",1979,7,"NYG","SF","Giants Stadium","NYG",38,"",32,16,FALSE,FALSE,"19791014SFNYG",1,16,4,12,"Favorite",48,10,"Over"
"10/14/1979",1979,7,"OAK","ATL","Oakland Coliseum","OAK",37,"",50,19,FALSE,FALSE,"19791014ATLOAK",1,31,10,21,"Favorite",69,32,"Over"
"10/14/1979",1979,7,"LAC","SEA","Qualcomm Stadium","LAC",44,"",20,10,FALSE,FALSE,"19791014SEALAC",1,10,10,0,"Push",30,-14,"Under"
"10/14/1979",1979,7,"ARI","PHI","Busch Memorial Stadium","ARI",38,"",20,24,FALSE,FALSE,"19791014PHIARI",1,-4,3,-7,"Underdog",44,6,"Over"
"10/14/1979",1979,7,"TB","NO","Houlihan's Stadium","TB",38,"",14,42,FALSE,FALSE,"19791014NOTB",1,-28,8,-36,"Underdog",56,18,"Over"
"10/15/1979",1979,7,"NYJ","MIN","Giants Stadium","NYJ",42,"",14,7,FALSE,FALSE,"19791015MINNYJ",1,7,4,3,"Favorite",21,-21,"Under"
"10/21/1979",1979,8,"BUF","IND","Ralph Wilson Stadium","BUF",39,"",13,14,FALSE,FALSE,"19791021INDBUF",1,-1,6,-7,"Underdog",27,-12,"Under"
"10/21/1979",1979,8,"CLE","CIN","Cleveland Municipal Stadium","CLE",39,"",28,27,FALSE,FALSE,"19791021CINCLE",1,1,3,-2,"Underdog",55,16,"Over"
"10/21/1979",1979,8,"DAL","ARI","Texas Stadium","DAL",39,"",22,13,FALSE,FALSE,"19791021ARIDAL",1,9,10,-1,"Underdog",35,-4,"Under"
"10/21/1979",1979,8,"KC","NYG","Arrowhead Stadium","KC",36,"",17,21,FALSE,FALSE,"19791021NYGKC",1,-4,6,-10,"Underdog",38,2,"Over"
"10/21/1979",1979,8,"LAR","LAC","Anaheim Stadium","LAC",37,"",16,40,FALSE,FALSE,"19791021LACLAR",0,24,1,23,"Favorite",56,19,"Over"
"10/21/1979",1979,8,"MIN","CHI","Metropolitan Stadium","MIN",36,"",30,27,FALSE,FALSE,"19791021CHIMIN",1,3,2,1,"Favorite",57,21,"Over"
"10/21/1979",1979,8,"NE","MIA","Foxboro Stadium","NE",38,"",28,13,FALSE,FALSE,"19791021MIANE",1,15,5,10,"Favorite",41,3,"Over"
"10/21/1979",1979,8,"NO","DET","Louisiana Superdome","NO",42,"DOME",17,7,FALSE,FALSE,"19791021DETNO",1,10,7,3,"Favorite",24,-18,"Under"
"10/21/1979",1979,8,"NYJ","OAK","Giants Stadium","OAK",42,"",28,19,FALSE,FALSE,"19791021OAKNYJ",0,-9,3,-12,"Underdog",47,5,"Over"
"10/21/1979",1979,8,"SF","ATL","Candlestick Park","ATL",42,"",20,15,FALSE,FALSE,"19791021ATLSF",0,-5,4,-9,"Underdog",35,-7,"Under"
"10/21/1979",1979,8,"SEA","TEN","Seattle Kingdome","TEN",42,"DOME",34,14,FALSE,FALSE,"19791021TENSEA",0,-20,2,-22,"Underdog",48,6,"Over"
"10/21/1979",1979,8,"TB","GB","Houlihan's Stadium","TB",37,"",21,3,FALSE,FALSE,"19791021GBTB",1,18,5,13,"Favorite",24,-13,"Under"
"10/21/1979",1979,8,"WAS","PHI","RFK Memorial Stadium","PHI",38,"",17,7,FALSE,FALSE,"19791021PHIWAS",0,-10,2,-12,"Underdog",24,-14,"Under"
"10/22/1979",1979,8,"PIT","DEN","Three Rivers Stadium","PIT",37,"",42,7,FALSE,FALSE,"19791022DENPIT",1,35,7,28,"Favorite",49,12,"Over"
"10/25/1979",1979,9,"OAK","LAC","Oakland Coliseum","LAC",41,"",45,22,FALSE,FALSE,"19791025LACOAK",0,-23,1,-24,"Underdog",67,26,"Over"
"10/28/1979",1979,9,"IND","NE","Memorial Stadium (Baltimore)","NE",37,"",31,26,FALSE,FALSE,"19791028NEIND",0,-5,4,-9,"Underdog",57,20,"Over"
"10/28/1979",1979,9,"CIN","PHI","Cinergy Field","CIN",38,"",37,13,FALSE,FALSE,"19791028PHICIN",1,24,3,21,"Favorite",50,12,"Over"
"10/28/1979",1979,9,"DEN","KC","Mile High Stadium","DEN",34,"",20,3,FALSE,FALSE,"19791028KCDEN",1,17,7,10,"Favorite",23,-11,"Under"
"10/28/1979",1979,9,"DET","BUF","Pontiac Silverdome","BUF",38,"DOME",17,20,FALSE,FALSE,"19791028BUFDET",0,3,3,0,"Push",37,-1,"Under"
"10/28/1979",1979,9,"TEN","NYJ","Houston Astrodome","TEN",42,"DOME",27,24,FALSE,FALSE,"19791028NYJTEN",1,3,6,-3,"Underdog",51,9,"Over"
"10/28/1979",1979,9,"LAR","NYG","Anaheim Stadium","LAR",37,"",14,20,FALSE,FALSE,"19791028NYGLAR",1,-6,6,-12,"Underdog",34,-3,"Under"
"10/28/1979",1979,9,"MIA","GB","Orange Bowl","MIA",36,"",27,7,FALSE,FALSE,"19791028GBMIA",1,20,11,9,"Favorite",34,-2,"Under"
"10/28/1979",1979,9,"MIN","TB","Metropolitan Stadium","PICK",37,"",10,12,FALSE,FALSE,"19791028TBMIN",0,2,0,2,"Favorite",22,-15,"Under"
"10/28/1979",1979,9,"PIT","DAL","Three Rivers Stadium","PIT",39,"",14,3,FALSE,FALSE,"19791028DALPIT",1,11,3,8,"Favorite",17,-22,"Under"
"10/28/1979",1979,9,"SF","CHI","Candlestick Park","CHI",39,"",27,28,FALSE,FALSE,"19791028CHISF",0,1,3,-2,"Underdog",55,16,"Over"
"10/28/1979",1979,9,"ARI","CLE","Busch Memorial Stadium","ARI",42,"",20,38,FALSE,FALSE,"19791028CLEARI",1,-18,3,-21,"Underdog",58,16,"Over"
"10/28/1979",1979,9,"WAS","NO","RFK Memorial Stadium","WAS",40,"",10,14,FALSE,FALSE,"19791028NOWAS",1,-4,6,-10,"Underdog",24,-16,"Under"
"10/29/1979",1979,9,"ATL","SEA","Atlanta-Fulton County Stadium","SEA",42,"",28,31,FALSE,FALSE,"19791029SEAATL",0,3,2,1,"Favorite",59,17,"Over"
"11/04/1979",1979,10,"ATL","TB","Atlanta-Fulton County Stadium","ATL",37,"",17,14,FALSE,FALSE,"19791104TBATL",1,3,2,1,"Favorite",31,-6,"Under"
"11/04/1979",1979,10,"IND","CIN","Memorial Stadium (Baltimore)","IND",42,"",38,28,FALSE,FALSE,"19791104CININD",1,10,3,7,"Favorite",66,24,"Over"
"11/04/1979",1979,10,"BUF","NE","Ralph Wilson Stadium","NE",41,"",6,26,FALSE,FALSE,"19791104NEBUF",0,20,5,15,"Favorite",32,-9,"Under"
"11/04/1979",1979,10,"CHI","DET","Soldier Field","CHI",35,"",35,7,FALSE,FALSE,"19791104DETCHI",1,28,7,21,"Favorite",42,7,"Over"
"11/04/1979",1979,10,"DEN","NO","Mile High Stadium","DEN",37,"",10,3,FALSE,FALSE,"19791104NODEN",1,7,6,1,"Favorite",13,-24,"Under"
"11/04/1979",1979,10,"GB","NYJ","Lambeau Field","NYJ",39,"",22,27,FALSE,FALSE,"19791104NYJGB",0,5,4,1,"Favorite",49,10,"Over"
"11/04/1979",1979,10,"KC","LAC","Arrowhead Stadium","LAC",37,"",14,20,FALSE,FALSE,"19791104LACKC",0,6,6,0,"Push",34,-3,"Under"
"11/04/1979",1979,10,"NYG","DAL","Giants Stadium","DAL",38,"",14,16,FALSE,FALSE,"19791104DALNYG",0,2,8,-6,"Underdog",30,-8,"Under"
"11/04/1979",1979,10,"OAK","SF","Oakland Coliseum","OAK",44,"",23,10,FALSE,FALSE,"19791104SFOAK",1,13,12,1,"Favorite",33,-11,"Under"
"11/04/1979",1979,10,"PHI","CLE","Veterans Stadium","PHI",41,"",19,24,FALSE,FALSE,"19791104CLEPHI",1,-5,3,-8,"Underdog",43,2,"Over"
"11/04/1979",1979,10,"PIT","WAS","Three Rivers Stadium","PIT",37,"",38,7,FALSE,FALSE,"19791104WASPIT",1,31,11,20,"Favorite",45,8,"Over"
"11/04/1979",1979,10,"SEA","LAR","Seattle Kingdome","SEA",41,"DOME",0,24,FALSE,FALSE,"19791104LARSEA",1,-24,3,-27,"Underdog",24,-17,"Under"
"11/04/1979",1979,10,"ARI","MIN","Busch Memorial Stadium","ARI",39,"",37,7,FALSE,FALSE,"19791104MINARI",1,30,5,25,"Favorite",44,5,"Over"
"11/05/1979",1979,10,"MIA","TEN","Orange Bowl","MIA",39,"",6,9,FALSE,FALSE,"19791105TENMIA",1,-3,3,-6,"Underdog",15,-24,"Under"
"11/11/1979",1979,11,"CHI","LAR","Soldier Field","PICK",34,"",27,23,FALSE,FALSE,"19791111LARCHI",0,-4,0,-4,"Underdog",50,16,"Over"
"11/11/1979",1979,11,"CIN","LAC","Cinergy Field","LAC",43,"",24,26,FALSE,FALSE,"19791111LACCIN",0,2,4,-2,"Underdog",50,7,"Over"
"11/11/1979",1979,11,"CLE","SEA","Cleveland Municipal Stadium","CLE",43,"",24,29,FALSE,FALSE,"19791111SEACLE",1,-5,6,-11,"Underdog",53,10,"Over"
"11/11/1979",1979,11,"DEN","NE","Mile High Stadium","NE",34,"",45,10,FALSE,FALSE,"19791111NEDEN",0,-35,1,-36,"Underdog",55,21,"Over"
"11/11/1979",1979,11,"DET","TB","Pontiac Silverdome","TB",35,"DOME",14,16,FALSE,FALSE,"19791111TBDET",0,2,5,-3,"Underdog",30,-5,"Under"
"11/11/1979",1979,11,"GB","MIN","Lambeau Field","GB",37,"",19,7,FALSE,FALSE,"19791111MINGB",1,12,2,10,"Favorite",26,-11,"Under"
"11/11/1979",1979,11,"TEN","OAK","Houston Astrodome","TEN",40,"DOME",31,17,FALSE,FALSE,"19791111OAKTEN",1,14,1,13,"Favorite",48,8,"Over"
"11/11/1979",1979,11,"KC","PIT","Arrowhead Stadium","PIT",38,"",3,30,FALSE,FALSE,"19791111PITKC",0,27,10,17,"Favorite",33,-5,"Under"
"11/11/1979",1979,11,"MIA","IND","Orange Bowl","MIA",38,"",19,0,FALSE,FALSE,"19791111INDMIA",1,19,6,13,"Favorite",19,-19,"Under"
"11/11/1979",1979,11,"NO","SF","Louisiana Superdome","NO",42,"DOME",31,20,FALSE,FALSE,"19791111SFNO",1,11,7,4,"Favorite",51,9,"Over"
"11/11/1979",1979,11,"NYG","ATL","Giants Stadium","NYG",36,"",24,3,FALSE,FALSE,"19791111ATLNYG",1,21,2,19,"Favorite",27,-9,"Under"
"11/11/1979",1979,11,"NYJ","BUF","Giants Stadium","NYJ",42,"",12,14,FALSE,FALSE,"19791111BUFNYJ",1,-2,6,-8,"Underdog",26,-16,"Under"
"11/11/1979",1979,11,"WAS","ARI","RFK Memorial Stadium","WAS",39,"",30,28,FALSE,FALSE,"19791111ARIWAS",1,2,3,-1,"Underdog",58,19,"Over"
"11/12/1979",1979,11,"DAL","PHI","Texas Stadium","DAL",38,"",21,31,FALSE,FALSE,"19791112PHIDAL",1,-10,10,-20,"Underdog",52,14,"Over"
"11/18/1979",1979,12,"BUF","GB","Ralph Wilson Stadium","BUF",37,"",19,12,FALSE,FALSE,"19791118GBBUF",1,7,7,0,"Push",31,-6,"Under"
"11/18/1979",1979,12,"CHI","NYJ","Soldier Field","CHI",39,"",23,13,FALSE,FALSE,"19791118NYJCHI",1,10,3,7,"Favorite",36,-3,"Under"
